substitution_id,original_part_id,substitute_part_id,compatibility_scope,approval_status,approval_date,limited_compatibility_flag,compatibility_notes
SUB-007479,HY-574,HY-444,All Platforms,Approved,2023-11-08,False,
SUB-007480,HY-215,HY-135,Harvester,Approved with Limited Compatibility,2024-08-10,True,
SUB-007481,EC-464,EC-845,Tillage,Rejected,2023-04-20,False,
SUB-007482,EC-464,EC-1028,All Platforms,Approved,2023-01-05,False,
SUB-007483,EC-464,EC-1318,Tillage,Approved,2025-08-28,False,
SUB-007484,EC-464,EC-168,All Platforms,Pending,2023-02-16,False,
SUB-007485,HY-173,HY-1007,Baler,Approved with Limited Compatibility,2023-10-23,True,
SUB-007486,HY-173,HY-537,Sprayer,Approved,2025-07-18,False,
SUB-007487,HY-173,HY-335,Combine,Rejected,2025-06-27,False,
SUB-007488,HY-173,HY-844,Tractor,Approved with Limited Compatibility,2023-11-25,True,
SUB-007489,EC-574,EC-1313,Harvester,Approved,2024-06-11,False,
SUB-007490,EC-574,EC-1250,All Platforms,Approved with Limited Compatibility,2023-03-24,True,
SUB-007491,EC-574,EC-728,Tillage,Approved with Limited Compatibility,2025-05-12,True,
SUB-007492,SC-265,SC-979,Sprayer,Approved,2024-10-23,False,
SUB-007493,EN-794,EN-365,Harvester,Pending,2023-10-31,False,
SUB-007494,EN-794,EN-1179,Planter,Approved,2023-08-22,False,
SUB-007495,BR-812,BR-679,All Platforms,Approved,2023-11-13,False,
SUB-007496,EL-266,EL-126,Combine,Approved,2023-08-08,False,
SUB-007497,EL-266,EL-1242,All Platforms,Approved,2025-02-17,False,
SUB-007498,EL-266,EL-995,Tractor,Pending,2024-09-14,False,
SUB-007499,CH-645,CH-625,Planter,Approved,2024-08-17,False,
SUB-007500,CH-645,CH-1117,Harvester,Approved,2024-05-18,False,
SUB-007501,EC-1041,EC-693,Planter,Rejected,2023-08-09,False,
SUB-007502,FL-1240,FL-560,Harvester,Approved,2025-02-05,False,
SUB-007503,FL-1240,FL-1245,Tillage,Approved,2024-01-08,False,
SUB-007504,FL-1240,FL-585,Baler,Approved,2023-11-01,False,
SUB-007505,FL-1240,FL-134,Sprayer,Approved,2025-06-23,False,
SUB-007506,ST-761,ST-588,Baler,Approved with Limited Compatibility,2025-01-05,True,
SUB-007507,ST-761,ST-635,Tillage,Approved,,False,
SUB-007508,ST-761,ST-616,Sprayer,Rejected,2023-05-01,False,
SUB-007509,FT-636,FT-1121,Harvester,Approved,2024-03-13,False,
SUB-007510,FT-636,FT-1318,Tractor,Approved,2023-08-07,False,
SUB-007511,FT-636,FT-276,Planter,Approved,2023-06-09,False,
SUB-007512,FL-723,FL-772,All Platforms,Approved with Limited Compatibility,2023-09-12,True,
SUB-007513,FL-723,FL-597,Tractor,Approved with Limited Compatibility,2024-02-18,True,
SUB-007514,FL-723,FL-680,Tractor,Approved with Limited Compatibility,2023-12-16,True,
SUB-007515,HY-1317,HY-322,Tractor,Approved with Limited Compatibility,2025-08-21,True,
SUB-007516,HY-1317,HY-1340,Baler,Approved,2024-07-30,False,
SUB-007517,HY-1317,HY-588,All Platforms,Approved,2023-08-19,False,
SUB-007518,FT-230,FT-396,All Platforms,Approved,2024-07-05,False,
SUB-007519,CH-635,CH-383,Harvester,Approved with Limited Compatibility,2025-08-30,True,
SUB-007520,CH-635,CH-1031,All Platforms,Approved with Limited Compatibility,2025-07-25,True,
SUB-007521,CH-635,CH-798,Tillage,Approved,,False,
SUB-007522,CH-635,CH-476,Tillage,Approved,2023-08-15,False,
SUB-007523,ST-826,ST-306,All Platforms,Approved,2025-01-18,False,
SUB-007524,EL-268,EL-1086,Baler,Approved with Limited Compatibility,2025-08-31,True,
SUB-007525,CB-542,CB-285,Harvester,Approved,2024-11-15,False,
SUB-007526,CB-542,CB-181,Sprayer,Rejected,2024-06-04,False,
SUB-007527,SC-179,SC-623,Baler,Approved,2025-06-30,False,
SUB-007528,SC-179,SC-403,Tractor,Approved,2023-09-01,False,
SUB-007529,FL-515,FL-1022,Tractor,Approved,2025-07-26,False,
SUB-007530,FL-515,FL-686,Baler,Pending,2024-03-04,False,
SUB-007531,FL-515,FL-823,Tillage,Approved,2024-07-23,False,
SUB-007532,FL-515,FL-958,Combine,Approved,2025-09-03,False,
SUB-007533,HY-314,HY-566,Tractor,Approved with Limited Compatibility,2024-12-29,True,
SUB-007534,EL-1190,EL-1169,Baler,Pending,2023-09-09,False,
SUB-007535,EL-1190,EL-244,Combine,Approved,2024-10-12,False,
SUB-007536,EL-1190,EL-1129,Sprayer,Approved,2025-02-19,False,
SUB-007537,EL-1190,EL-580,Sprayer,Approved,2024-11-05,False,
SUB-007538,FL-203,FL-1250,Combine,Rejected,,False,
SUB-007539,EN-315,EN-268,Combine,Approved,2023-03-12,False,
SUB-007540,EN-315,EN-1012,Tractor,Approved,2024-03-30,False,
SUB-007541,EN-315,EN-384,Tillage,Approved,2023-01-01,False,
SUB-007542,EN-315,EN-938,Planter,Approved,2025-06-30,False,
SUB-007543,FT-493,FT-1187,Tillage,Rejected,2023-03-01,False,
SUB-007544,FT-1222,FT-478,Tractor,Pending,2025-04-21,False,
SUB-007545,SC-1160,SC-928,All Platforms,Approved,2025-03-29,False,
SUB-007546,SC-1160,SC-290,Planter,Rejected,2024-04-19,False,
SUB-007547,SC-1160,SC-322,Baler,Approved,2023-07-26,False,
SUB-007548,CH-1146,CH-1249,Tractor,Approved,2024-03-20,False,
SUB-007549,CH-1146,CH-285,Planter,Approved with Limited Compatibility,2024-05-01,True,
SUB-007550,CH-1146,CH-1261,Tractor,Approved,2023-10-19,False,
SUB-007551,CH-1146,CH-247,Harvester,Approved,2025-04-08,False,
SUB-007552,TR-638,TR-751,Sprayer,Approved,2024-02-16,False,
SUB-007553,HY-1332,HY-974,Tillage,Pending,2025-06-28,False,
SUB-007554,HY-1332,HY-450,All Platforms,Pending,2023-12-31,False,
SUB-007555,EC-720,EC-960,Baler,Approved,2025-08-15,False,
SUB-007556,EC-720,EC-791,Tillage,Approved,2024-12-10,False,
SUB-007557,EN-1017,EN-128,Harvester,Pending,2023-04-03,False,
SUB-007558,EN-1017,EN-1172,Tractor,Approved,2024-09-07,False,
SUB-007559,EN-1017,EN-189,Baler,Approved,2024-12-21,False,
SUB-007560,EN-1017,EN-375,Sprayer,Rejected,2023-04-17,False,
SUB-007561,EL-360,EL-478,Tillage,Approved,2025-08-24,False,
SUB-007562,EL-360,EL-886,Planter,Approved with Limited Compatibility,2023-01-09,True,
SUB-007563,TR-300,TR-1321,Sprayer,Approved with Limited Compatibility,2023-07-05,True,
SUB-007564,TR-300,TR-103,Harvester,Approved with Limited Compatibility,2023-02-09,True,
SUB-007565,TR-300,TR-1292,All Platforms,Rejected,2023-07-10,False,
SUB-007566,FT-738,FT-1083,Baler,Approved with Limited Compatibility,2023-01-08,True,
SUB-007567,FT-738,FT-731,Sprayer,Approved,2025-07-31,False,
SUB-007568,FT-738,FT-741,Tillage,Approved with Limited Compatibility,2023-11-19,True,
SUB-007569,SC-516,SC-394,Sprayer,Approved,2025-02-14,False,
SUB-007570,ST-1054,ST-274,Baler,Approved with Limited Compatibility,2023-05-19,True,
SUB-007571,ST-1054,ST-1133,Sprayer,Approved,2024-05-25,False,
SUB-007572,ST-1054,ST-708,Combine,Approved with Limited Compatibility,2023-05-19,True,
SUB-007573,HY-1205,HY-1171,Tillage,Rejected,2023-06-06,False,
SUB-007574,HY-1205,HY-157,Sprayer,Approved,2023-02-20,False,
SUB-007575,EN-828,EN-223,All Platforms,Approved,2023-08-13,False,
SUB-007576,ST-482,ST-738,Planter,Approved,2024-04-19,False,
SUB-007577,ST-482,ST-369,Combine,Pending,2025-08-12,False,
SUB-007578,ST-482,ST-846,Baler,Approved with Limited Compatibility,2024-03-23,True,
SUB-007579,TR-1318,TR-1334,Harvester,Pending,2025-03-26,False,
SUB-007580,TR-1318,TR-877,Sprayer,Approved with Limited Compatibility,2023-02-03,True,
SUB-007581,CB-202,CB-1095,Planter,Rejected,2023-09-28,False,
SUB-007582,CB-202,CB-113,Sprayer,Approved,2023-09-05,False,
SUB-007583,FT-1021,FT-457,Tillage,Approved with Limited Compatibility,2024-05-27,True,
SUB-007584,BR-1324,BR-975,Baler,Approved with Limited Compatibility,2025-04-05,True,
SUB-007585,EC-440,EC-949,Combine,Approved,2023-12-07,False,
SUB-007586,EC-440,EC-1315,Harvester,Approved,2023-05-18,False,
SUB-007587,HY-393,HY-1287,Baler,Approved,2023-07-31,False,
SUB-007588,HY-393,HY-909,Planter,Approved,2023-04-16,False,
SUB-007589,HY-1013,HY-180,Harvester,Approved with Limited Compatibility,2024-09-27,True,
SUB-007590,HY-1013,HY-1288,Harvester,Pending,2023-02-09,False,
SUB-007591,HY-1013,HY-1092,Tractor,Approved,2025-08-20,False,
SUB-007592,HY-1013,HY-695,Combine,Approved with Limited Compatibility,2023-08-05,True,
SUB-007593,ST-1297,ST-128,Harvester,Approved,2023-02-04,False,
SUB-007594,ST-1297,ST-1325,Sprayer,Approved,2024-05-22,False,
SUB-007595,ST-1297,ST-1164,Tillage,Rejected,2025-02-24,False,
SUB-007596,ST-1297,ST-263,Harvester,Pending,2024-12-12,False,
SUB-007597,BR-1289,BR-772,Tillage,Approved,2023-06-13,False,
SUB-007598,BR-1289,BR-1331,Tractor,Approved,2025-06-21,False,
SUB-007599,FL-469,FL-886,All Platforms,Approved with Limited Compatibility,2024-02-27,True,
SUB-007600,FL-469,FL-561,Baler,Approved with Limited Compatibility,2025-07-05,True,
SUB-007601,BR-1021,BR-258,Planter,Approved,2024-10-12,False,
SUB-007602,BR-1021,BR-626,All Platforms,Approved,2024-07-25,False,
SUB-007603,EL-142,EL-310,Planter,Approved with Limited Compatibility,2025-06-20,True,
SUB-007604,FL-350,FL-1327,Combine,Approved with Limited Compatibility,2023-01-26,True,
SUB-007605,FL-350,FL-566,Sprayer,Approved,2024-11-10,False,
SUB-007606,EN-1186,EN-345,Baler,Approved,2024-06-01,False,
SUB-007607,EN-1186,EN-734,Baler,Approved,2023-06-24,False,
SUB-007608,EN-1252,EN-360,All Platforms,Rejected,2025-07-10,False,
SUB-007609,EN-1252,EN-907,Harvester,Approved with Limited Compatibility,2025-04-01,True,
SUB-007610,EN-1252,EN-525,Harvester,Pending,2024-03-13,False,
SUB-007611,SC-599,SC-1083,Tractor,Approved,2024-09-04,False,
SUB-007612,FT-965,FT-1052,All Platforms,Pending,2023-07-22,False,
SUB-007613,FT-965,FT-1099,Tillage,Approved,2025-07-01,False,
SUB-007614,EN-629,EN-833,Combine,Rejected,2023-09-05,False,
SUB-007615,ST-476,ST-995,Planter,Approved,,False,
SUB-007616,ST-476,ST-964,Tillage,Approved,2025-08-04,False,
SUB-007617,SC-147,SC-206,Planter,Approved,2025-08-30,False,
SUB-007618,HY-136,HY-896,Planter,Approved with Limited Compatibility,,True,
SUB-007619,HY-855,HY-834,All Platforms,Approved,2023-10-30,False,
SUB-007620,FL-578,FL-1345,Sprayer,Approved,,False,
SUB-007621,CH-1217,CH-265,Combine,Pending,2023-09-13,False,
SUB-007622,BR-906,BR-903,Tillage,Approved,2024-12-10,False,
SUB-007623,ST-742,ST-1289,Planter,Approved with Limited Compatibility,2023-06-17,True,
SUB-007624,EN-106,EN-580,All Platforms,Approved,2025-09-12,False,
SUB-007625,CB-417,CB-1015,Tillage,Rejected,2023-04-03,False,
SUB-007626,CB-417,CB-843,Sprayer,Approved,2023-01-25,False,
SUB-007627,ST-183,ST-705,Tillage,Rejected,2024-09-28,False,
SUB-007628,ST-710,ST-475,Tractor,Pending,2025-05-15,False,
SUB-007629,ST-1172,ST-863,Baler,Approved,2023-05-26,False,
SUB-007630,ST-1172,ST-160,Sprayer,Approved with Limited Compatibility,2023-12-08,True,
SUB-007631,CH-150,CH-1057,Tillage,Rejected,2023-03-08,False,
SUB-007632,TR-710,TR-943,Tillage,Approved,2025-09-12,False,
SUB-007633,TR-710,TR-937,Sprayer,Approved,2025-08-29,False,
SUB-007634,TR-926,TR-1275,Planter,Approved,2024-06-10,False,
SUB-007635,BR-947,BR-1171,Baler,Approved with Limited Compatibility,2023-04-17,True,
SUB-007636,BR-947,BR-523,Baler,Approved,2024-07-16,False,
SUB-007637,BR-947,BR-406,Tractor,Approved with Limited Compatibility,2025-06-30,True,
SUB-007638,TR-736,TR-1223,All Platforms,Approved,2025-03-26,False,
SUB-007639,TR-736,TR-523,Planter,Approved,2024-02-05,False,
SUB-007640,TR-736,TR-626,Tractor,Approved,2024-03-07,False,
SUB-007641,TR-736,TR-162,Baler,Approved with Limited Compatibility,2023-05-21,True,
SUB-007642,HY-579,HY-820,Combine,Approved with Limited Compatibility,2023-11-09,True,
SUB-007643,SC-1297,SC-246,Harvester,Pending,,False,
SUB-007644,SC-1297,SC-695,Sprayer,Approved,2023-12-09,False,
SUB-007645,SC-1297,SC-685,Harvester,Rejected,,False,
SUB-007646,EN-131,EN-332,Planter,Pending,2024-11-10,False,
SUB-007647,EN-131,EN-1196,All Platforms,Approved with Limited Compatibility,2023-08-12,True,
SUB-007648,EN-131,EN-1096,Sprayer,Approved with Limited Compatibility,2023-08-20,True,
SUB-007649,EN-131,EN-467,Tractor,Approved,2023-07-22,False,
SUB-007650,ST-974,ST-649,Tractor,Approved with Limited Compatibility,2025-05-09,True,
SUB-007651,ST-974,ST-227,Sprayer,Approved with Limited Compatibility,2024-09-08,True,
SUB-007652,ST-974,ST-296,Tillage,Approved with Limited Compatibility,2025-05-30,True,
SUB-007653,FL-864,FL-537,Sprayer,Rejected,2023-05-14,False,
SUB-007654,FT-1348,FT-1115,Harvester,Approved,2025-01-09,False,
SUB-007655,CB-1130,CB-425,Sprayer,Approved,2024-03-24,False,
SUB-007656,CB-1130,CB-1235,Tractor,Approved,2023-01-06,False,
SUB-007657,CB-427,CB-788,Tillage,Approved,2023-12-10,False,
SUB-007658,CB-427,CB-473,Tractor,Rejected,2023-10-07,False,
SUB-007659,CB-427,CB-1025,Tractor,Approved with Limited Compatibility,2023-05-13,True,
SUB-007660,CB-427,CB-1189,All Platforms,Approved with Limited Compatibility,2025-08-23,True,
SUB-007661,SC-463,SC-937,Tractor,Approved with Limited Compatibility,2023-03-14,True,
SUB-007662,EC-695,EC-144,All Platforms,Approved,2023-02-12,False,
SUB-007663,EC-695,EC-739,All Platforms,Approved,2023-08-26,False,
SUB-007664,EC-695,EC-290,Tillage,Approved,2023-08-10,False,
SUB-007665,EC-695,EC-459,All Platforms,Approved with Limited Compatibility,,True,
SUB-007666,SC-395,SC-366,Sprayer,Approved,2023-01-16,False,
SUB-007667,SC-395,SC-987,All Platforms,Approved,2024-02-05,False,
SUB-007668,BR-964,BR-475,Tractor,Approved,2023-06-13,False,
SUB-007669,BR-964,BR-784,Planter,Approved,2024-05-10,False,
SUB-007670,BR-964,BR-224,Tractor,Approved with Limited Compatibility,2024-06-07,True,
SUB-007671,BR-964,BR-1301,Tractor,Approved with Limited Compatibility,2025-05-12,True,
SUB-007672,TR-634,TR-338,Harvester,Approved,2024-09-23,False,
SUB-007673,HY-498,HY-209,Tillage,Approved,2023-01-28,False,
SUB-007674,HY-498,HY-1169,Combine,Approved with Limited Compatibility,2024-10-16,True,
SUB-007675,HY-498,HY-527,All Platforms,Approved with Limited Compatibility,2024-12-05,True,
SUB-007676,BR-397,BR-470,Tractor,Pending,2025-08-12,False,
SUB-007677,BR-397,BR-1248,Sprayer,Pending,2025-06-18,False,
SUB-007678,CH-181,CH-1010,Sprayer,Pending,2024-09-09,False,
SUB-007679,EC-143,EC-790,Harvester,Approved,2024-10-14,False,
SUB-007680,EC-143,EC-1280,Sprayer,Approved,2025-03-14,False,
SUB-007681,HY-621,HY-1260,Planter,Approved with Limited Compatibility,2025-03-01,True,
SUB-007682,HY-621,HY-868,Tractor,Approved,2024-07-13,False,
SUB-007683,HY-621,HY-1159,Tractor,Rejected,2023-09-23,False,
SUB-007684,HY-621,HY-523,Sprayer,Approved with Limited Compatibility,2024-03-26,True,
SUB-007685,TR-1225,TR-107,Tillage,Approved,2023-10-02,False,
SUB-007686,TR-1225,TR-822,Sprayer,Approved,2024-07-14,False,
SUB-007687,TR-1225,TR-1148,Sprayer,Pending,2025-06-06,False,
SUB-007688,BR-487,BR-680,Planter,Approved,2025-09-04,False,
SUB-007689,BR-487,BR-1233,Planter,Rejected,2023-06-03,False,
SUB-007690,BR-487,BR-768,Planter,Approved,2025-04-19,False,
SUB-007691,BR-731,BR-544,Combine,Approved,2024-07-30,False,
SUB-007692,EC-232,EC-181,All Platforms,Pending,2024-03-29,False,
SUB-007693,EC-232,EC-623,Tractor,Approved with Limited Compatibility,2024-04-19,True,
SUB-007694,EC-232,EC-1140,All Platforms,Approved with Limited Compatibility,2024-06-01,True,
SUB-007695,BR-175,BR-696,Baler,Approved,,False,
SUB-007696,FT-1288,FT-421,Baler,Approved,2025-03-09,False,
SUB-007697,FT-1288,FT-1114,Harvester,Rejected,2023-11-30,False,
SUB-007698,SC-190,SC-804,All Platforms,Approved,2023-05-29,False,
SUB-007699,SC-190,SC-562,Tillage,Approved,2025-04-16,False,
SUB-007700,CB-695,CB-653,Baler,Approved with Limited Compatibility,,True,
SUB-007701,TR-803,TR-812,Tillage,Approved,2024-01-30,False,
SUB-007702,TR-803,TR-1054,Baler,Approved,2024-04-29,False,
SUB-007703,EN-1236,EN-533,Baler,Approved,2024-08-04,False,
SUB-007704,FT-1212,FT-244,Planter,Approved,2023-06-15,False,
SUB-007705,FT-1212,FT-536,Tractor,Approved with Limited Compatibility,2023-05-07,True,
SUB-007706,FT-1212,FT-1180,Combine,Approved,2025-05-31,False,
SUB-007707,HY-467,HY-685,All Platforms,Rejected,2024-05-20,False,
SUB-007708,HY-467,HY-709,Tractor,Approved,2023-11-06,False,
SUB-007709,SC-719,SC-1339,Tillage,Approved with Limited Compatibility,2024-04-21,True,
SUB-007710,EN-1016,EN-1309,Tillage,Approved,2023-03-22,False,
SUB-007711,CH-462,CH-1212,Tillage,Approved,2025-05-16,False,
SUB-007712,CH-462,CH-350,Sprayer,Pending,2023-04-01,False,
SUB-007713,FT-282,FT-663,Tillage,Approved with Limited Compatibility,2023-08-18,True,
SUB-007714,FT-282,FT-240,Baler,Approved,2024-12-15,False,
SUB-007715,EN-1176,EN-1169,Combine,Approved with Limited Compatibility,2025-02-27,True,
SUB-007716,EN-1176,EN-1006,Tractor,Approved,2024-05-20,False,
SUB-007717,EN-1176,EN-850,Harvester,Approved,,False,
SUB-007718,HY-982,HY-333,Combine,Approved with Limited Compatibility,2023-06-12,True,
SUB-007719,HY-982,HY-522,Combine,Approved,,False,
SUB-007720,HY-982,HY-1104,All Platforms,Approved,2025-08-05,False,
SUB-007721,EN-310,EN-379,Sprayer,Rejected,2025-05-23,False,
SUB-007722,EN-310,EN-173,Baler,Approved,2024-04-07,False,
SUB-007723,EN-310,EN-1304,Combine,Approved with Limited Compatibility,2024-09-03,True,
SUB-007724,EN-310,EN-995,Sprayer,Approved with Limited Compatibility,2023-11-10,True,
SUB-007725,EL-617,EL-1333,All Platforms,Rejected,2024-05-05,False,
SUB-007726,EC-309,EC-944,Baler,Approved,2023-11-22,False,
SUB-007727,CB-488,CB-882,Tillage,Approved with Limited Compatibility,2024-01-06,True,
SUB-007728,CB-488,CB-1236,Combine,Approved,2023-06-28,False,
SUB-007729,FT-515,FT-220,Planter,Approved,2024-12-14,False,
SUB-007730,BR-1307,BR-1057,Sprayer,Approved,2024-12-04,False,
SUB-007731,BR-1307,BR-613,Tractor,Approved,2023-08-11,False,
SUB-007732,ST-758,ST-908,Combine,Approved,2024-01-23,False,
SUB-007733,ST-758,ST-1049,Baler,Approved,2024-09-27,False,
SUB-007734,EN-1033,EN-481,Planter,Approved,,False,
SUB-007735,EN-1033,EN-120,Sprayer,Approved,2023-10-14,False,
SUB-007736,CH-333,CH-1130,Tractor,Pending,2023-02-06,False,
SUB-007737,CH-333,CH-1298,All Platforms,Pending,2024-07-05,False,
SUB-007738,FT-1344,FT-1317,Harvester,Approved,2024-06-29,False,
SUB-007739,FT-1344,FT-142,Harvester,Approved with Limited Compatibility,2024-04-13,True,
SUB-007740,FT-1344,FT-1348,Baler,Approved,2024-10-10,False,
SUB-007741,CH-918,CH-253,Baler,Approved,2024-02-14,False,
SUB-007742,CH-918,CH-1127,Tillage,Approved,2023-09-09,False,
SUB-007743,ST-568,ST-504,Planter,Approved with Limited Compatibility,2024-03-31,True,
SUB-007744,ST-568,ST-1241,Baler,Approved,2023-10-26,False,
SUB-007745,ST-568,ST-740,All Platforms,Approved with Limited Compatibility,2023-03-21,True,
SUB-007746,ST-568,ST-1325,Combine,Approved,2024-08-08,False,
SUB-007747,CH-1281,CH-230,Tillage,Approved,2024-10-18,False,
SUB-007748,CH-1281,CH-108,Sprayer,Approved,2025-05-06,False,
SUB-007749,SC-964,SC-763,Harvester,Rejected,2025-06-20,False,
SUB-007750,SC-964,SC-1003,Planter,Approved,2024-02-19,False,
SUB-007751,FT-217,FT-345,Planter,Approved,2023-10-03,False,
SUB-007752,FT-217,FT-500,Tillage,Approved with Limited Compatibility,2024-03-07,True,
SUB-007753,FT-217,FT-269,Sprayer,Approved,2023-03-03,False,
SUB-007754,CB-641,CB-1066,Combine,Approved with Limited Compatibility,2025-08-01,True,
SUB-007755,CB-641,CB-1251,Sprayer,Approved,2023-12-17,False,
SUB-007756,TR-509,TR-1169,Combine,Approved,2025-09-10,False,
SUB-007757,TR-509,TR-446,Planter,Approved,2024-03-01,False,
SUB-007758,TR-509,TR-156,Sprayer,Approved with Limited Compatibility,2023-02-01,True,
SUB-007759,TR-509,TR-562,Planter,Pending,2024-05-26,False,
SUB-007760,SC-228,SC-784,Tractor,Approved with Limited Compatibility,2024-03-26,True,
SUB-007761,SC-228,SC-735,Combine,Approved,2023-10-19,False,
SUB-007762,EC-875,EC-306,Tillage,Approved,2025-04-05,False,
SUB-007763,EC-875,EC-469,All Platforms,Approved,2024-02-16,False,
SUB-007764,EC-875,EC-1015,Tillage,Approved,2023-10-03,False,
SUB-007765,FL-1087,FL-528,Tractor,Pending,2023-09-11,False,
SUB-007766,FL-419,FL-854,Tillage,Approved,2023-11-05,False,
SUB-007767,FL-419,FL-1258,Tractor,Approved with Limited Compatibility,2024-11-09,True,
SUB-007768,CB-1024,CB-436,Tillage,Approved,,False,
SUB-007769,BR-1241,BR-1179,Sprayer,Rejected,,False,
SUB-007770,BR-1241,BR-820,Tillage,Approved with Limited Compatibility,2025-08-23,True,
SUB-007771,BR-276,BR-354,Harvester,Approved,,False,
SUB-007772,BR-142,BR-181,Sprayer,Approved with Limited Compatibility,2023-04-17,True,
SUB-007773,BR-142,BR-628,Baler,Pending,2023-07-28,False,
SUB-007774,FL-704,FL-1170,All Platforms,Approved,2024-05-30,False,
SUB-007775,FL-704,FL-117,Tractor,Approved,2023-05-09,False,
SUB-007776,FL-704,FL-292,Combine,Approved,2025-04-26,False,
SUB-007777,EL-781,EL-448,Tillage,Approved,2024-05-10,False,
SUB-007778,EL-781,EL-357,Sprayer,Approved,2025-04-19,False,
SUB-007779,FT-442,FT-187,All Platforms,Approved with Limited Compatibility,2025-03-08,True,
SUB-007780,FT-442,FT-1276,Baler,Approved with Limited Compatibility,2023-02-06,True,
SUB-007781,SC-793,SC-1314,Tractor,Approved,2023-07-12,False,
SUB-007782,EC-895,EC-861,Combine,Approved,2024-07-07,False,
SUB-007783,TR-131,TR-566,Sprayer,Approved,2023-08-24,False,
SUB-007784,EN-362,EN-1065,Combine,Approved,2023-11-21,False,
SUB-007785,EN-362,EN-1316,Combine,Approved with Limited Compatibility,2024-05-09,True,
