lane_id,origin_country,destination_plant_id,mode,period,avg_lead_time_days,risk_score,cost_index
LANE-005621,Brazil,P2,Rail,2025-11,12,Low,1.28
LANE-013383,Spain,P4,Truck,2025-07,4,Low,0.84
LANE-006888,Japan,P5,Air,2025-02,3,High,3.46
LANE-011030,Vietnam,P10,Rail,2025-08,15,Medium,0.95
LANE-011947,Canada,P9,Air,2025-01,3,Medium,
LANE-015932,Thailand,P12,Rail,2025-04,10,Medium,0.94
LANE-013013,France,P11,Truck,2025-11,4,Medium,0.9
LANE-002269,Germany,P7,Rail,2025-03,9,Low,0.81
LANE-014886,Czech Republic,P10,Air,2026-02,2,Low,3.13
LANE-015965,Thailand,P12,Ocean,2026-03,23,Medium,0.7
LANE-003065,China,P5,Rail,2025-07,10,Low,1.14
LANE-008215,South Korea,P10,Truck,2025-09,6,Medium,0.84
LANE-011771,Canada,P7,Ocean,2025-01,32,Low,0.85
LANE-010671,Vietnam,P5,Ocean,2025-01,38,Medium,0.71
LANE-004851,Poland,P4,Ocean,2025-11,29,Medium,0.74
LANE-005082,Poland,P7,Rail,2026-10,12,Low,1.24
LANE-000676,United States,P9,Air,2026-04,3,Low,3.13
LANE-011912,Canada,P9,Rail,2025-10,10,Medium,1.15
LANE-013398,Spain,P4,Truck,2026-10,5,Low,
LANE-004351,India,P10,Rail,2026-05,13,Low,
LANE-012855,France,P9,Truck,2025-07,4,Low,1.41
LANE-010871,Vietnam,P8,Truck,2025-03,5,Medium,1.25
LANE-011618,Canada,P5,Air,2025-02,3,Low,3.66
LANE-001679,Mexico,P11,Truck,2025-07,4,Low,1.52
LANE-006929,Japan,P6,Truck,2026-09,5,Low,1.5
LANE-010509,Vietnam,P3,Rail,2026-03,11,Low,1.09
LANE-007871,South Korea,P5,Air,2026-05,2,Medium,2.64
LANE-013663,Spain,P7,Ocean,2025-01,26,High,0.76
LANE-001656,Mexico,P10,Air,2025-06,3,Low,4.03
LANE-001007,Mexico,P2,Ocean,2026-05,30,Medium,0.88
LANE-005356,Poland,P11,Rail,2025-10,13,High,1.0
LANE-009364,Italy,P12,Ocean,2026-02,35,Low,0.69
LANE-005026,Poland,P6,Ocean,2025-10,22,High,0.55
LANE-010315,Turkey,P12,Ocean,2026-07,27,Low,0.51
LANE-010738,Vietnam,P6,Rail,2025-02,10,Medium,1.28
LANE-009677,Turkey,P4,Rail,2026-07,15,Low,0.88
LANE-003151,China,P6,Rail,2025-05,14,Medium,0.89
LANE-000174,United States,P3,Ocean,2026-08,28,Medium,0.65
LANE-015778,Thailand,P10,Rail,2025-04,11,High,0.74
LANE-002710,China,P1,Truck,2025-04,4,Low,1.18
LANE-003267,China,P7,Ocean,2025-11,25,Low,0.49
LANE-012121,Canada,P11,Ocean,2026-09,21,Low,0.54
LANE-013830,Spain,P9,Ocean,2026-02,26,Medium,0.72
LANE-011151,Vietnam,P11,Ocean,2026-07,23,Low,0.5
LANE-002426,Germany,P9,Rail,2025-06,10,Low,1.1
LANE-002879,China,P3,Truck,2026-07,4,High,1.25
LANE-006442,Brazil,P12,Rail,2026-06,12,Medium,0.93
LANE-003739,India,P2,Truck,2026-09,5,Low,1.04
LANE-007202,Japan,P9,Rail,2025-08,12,Low,0.8
LANE-004569,Poland,P1,Truck,2026-03,4,Medium,0.8
LANE-008651,Italy,P3,Rail,2025-05,11,High,0.86
LANE-004966,Poland,P5,Air,2026-04,2,Low,2.85
LANE-015995,United Kingdom,P1,Truck,2025-01,4,Low,1.56
LANE-009469,Turkey,P2,Truck,2025-09,4,Medium,1.51
LANE-014623,Czech Republic,P7,Air,2026-03,3,Low,3.43
LANE-000013,United States,P1,Truck,2026-01,1,Low,1.25
LANE-011364,Canada,P2,Ocean,2025-12,21,Medium,0.68
LANE-016092,United Kingdom,P2,Truck,2025-10,4,Low,0.83
LANE-006726,Japan,P3,Air,2026-04,2,Low,3.85
LANE-007269,Japan,P10,Rail,2025-09,10,Medium,1.14
LANE-016483,United Kingdom,P7,Truck,2025-05,4,Medium,0.89
LANE-013069,France,P12,Truck,2025-01,4,Medium,0.94
LANE-015712,Thailand,P9,Ocean,2025-04,31,High,0.45
LANE-009090,Italy,P8,Ocean,2025-04,29,Low,0.51
LANE-013641,Spain,P7,Rail,2025-01,13,Low,0.84
LANE-011397,Canada,P3,Truck,2025-01,2,Low,1.31
LANE-004265,India,P9,Truck,2026-07,1,Low,1.28
LANE-001441,Mexico,P8,Rail,2025-11,13,Low,0.98
LANE-016379,United Kingdom,P5,Ocean,2025-11,32,Low,0.54
LANE-008950,Italy,P6,Air,2026-06,3,Low,3.13
LANE-007507,South Korea,P1,Rail,2025-05,10,Medium,1.11
LANE-004840,Poland,P4,Rail,2026-10,9,Low,1.23
LANE-002499,Germany,P10,Rail,2026-01,9,Medium,0.77
LANE-011529,Canada,P4,Air,2025-01,1,Low,2.84
LANE-016105,United Kingdom,P2,Rail,2025-01,13,High,1.08
LANE-011570,Canada,P5,Truck,2026-08,4,High,1.17
LANE-006629,Japan,P2,Ocean,2025-07,29,Low,0.5
LANE-000090,United States,P2,Air,2025-02,1,Low,4.15
LANE-015069,Thailand,P1,Truck,2026-09,3,Medium,1.58
LANE-005247,Poland,P9,Rail,2025-11,13,Low,1.04
LANE-011660,Canada,P6,Truck,2026-10,3,Low,1.44
LANE-008782,Italy,P5,Truck,2025-04,4,Low,1.52
LANE-016745,United Kingdom,P10,Truck,2025-03,5,Low,1.04
LANE-008015,South Korea,P7,Ocean,2025-07,28,Low,0.47
LANE-005751,Brazil,P3,Air,2025-09,2,Medium,3.01
LANE-012210,Canada,P12,Ocean,2026-10,25,Medium,0.75
LANE-001001,Mexico,P2,Ocean,2025-11,28,Medium,0.47
LANE-016189,United Kingdom,P3,Rail,2026-07,12,Low,0.92
LANE-010752,Vietnam,P6,Rail,2026-04,11,Medium,1.27
LANE-016561,United Kingdom,P7,Air,2026-05,3,Medium,2.5
LANE-002758,China,P1,Ocean,2025-08,25,Low,0.84
LANE-009798,Turkey,P6,Truck,2025-08,4,Medium,
LANE-011015,Vietnam,P10,Truck,2026-03,5,Medium,1.01
LANE-011661,Canada,P6,Rail,2025-01,11,Low,0.82
LANE-000352,United States,P5,Ocean,2026-10,33,Low,0.59
LANE-008800,Italy,P5,Truck,2026-10,5,Low,1.34
LANE-009923,Turkey,P7,Ocean,2025-01,28,Low,0.62
LANE-006772,Japan,P4,Rail,2026-06,12,Low,0.98
LANE-004385,India,P10,Air,2025-07,2,Medium,2.89
LANE-002975,China,P4,Rail,2025-05,10,Medium,1.19
LANE-015037,Czech Republic,P12,Air,2025-11,2,Low,2.99
LANE-000570,United States,P8,Rail,2026-08,10,Low,1.04
LANE-013664,Spain,P7,Ocean,2025-02,21,High,0.79
LANE-011043,Vietnam,P10,Rail,2026-09,10,Medium,1.07
LANE-002656,Germany,P12,Rail,2026-04,10,Medium,0.91
LANE-003055,China,P5,Truck,2026-07,5,Low,0.97
LANE-002481,Germany,P10,Truck,2026-05,6,Medium,1.07
LANE-015936,Thailand,P12,Rail,2025-08,12,Medium,1.01
LANE-013074,France,P12,Truck,2025-06,4,Medium,1.43
LANE-004273,India,P9,Rail,2025-05,11,Medium,1.07
LANE-001142,Mexico,P4,Rail,2026-08,16,Low,0.67
LANE-001807,Mexico,P12,Ocean,2025-03,30,High,0.87
LANE-011394,Canada,P2,Air,2026-08,1,Low,2.15
LANE-006015,Brazil,P7,Truck,2025-09,1,Low,1.3
LANE-014686,Czech Republic,P8,Ocean,2025-12,35,Medium,0.81
LANE-014060,Spain,P12,Air,2025-02,3,Medium,3.93
LANE-000992,Mexico,P2,Ocean,2025-02,26,Medium,0.5
LANE-005384,Poland,P11,Ocean,2026-04,27,Medium,0.87
LANE-001010,Mexico,P2,Ocean,2026-08,27,Medium,0.68
LANE-015058,Thailand,P1,Truck,2025-10,5,Medium,1.38
LANE-003746,India,P2,Rail,2025-06,13,Low,0.96
LANE-000615,United States,P9,Truck,2026-09,6,Low,1.21
LANE-012244,France,P1,Truck,2025-12,2,Medium,0.85
LANE-014016,Spain,P12,Rail,2025-02,12,Low,0.99
LANE-013797,Spain,P9,Rail,2025-03,14,Low,0.86
LANE-009794,Turkey,P6,Truck,2025-04,6,Medium,1.46
LANE-011675,Canada,P6,Rail,2026-03,9,Low,1.27
LANE-000433,United States,P6,Air,2026-03,2,Low,3.18
LANE-012325,France,P2,Truck,2025-05,4,Medium,1.24
LANE-000011,United States,P1,Truck,2025-11,2,Low,1.59
LANE-002250,Germany,P7,Truck,2025-06,4,High,0.85
LANE-013272,Spain,P2,Air,2025-06,2,Low,2.19
LANE-016619,United Kingdom,P8,Ocean,2025-09,32,Medium,0.65
LANE-010815,Vietnam,P7,Truck,2026-01,4,Low,0.98
LANE-004098,India,P7,Truck,2025-06,4,Low,1.2
LANE-016386,United Kingdom,P5,Ocean,2026-06,29,Low,0.53
LANE-004745,Poland,P3,Rail,2026-03,11,Medium,0.68
LANE-015876,Thailand,P11,Ocean,2026-02,31,High,0.79
LANE-011911,Canada,P9,Rail,2025-09,12,Medium,1.25
LANE-000407,United States,P6,Ocean,2025-11,29,Low,0.58
LANE-011470,Canada,P4,Truck,2025-08,5,Low,1.34
LANE-011281,Canada,P1,Rail,2026-05,11,Medium,0.84
LANE-000255,United States,P4,Ocean,2026-01,25,Low,0.85
LANE-011330,Canada,P2,Truck,2026-10,5,Low,1.16
LANE-009678,Turkey,P4,Rail,2026-08,11,Low,1.09
LANE-013439,Spain,P4,Ocean,2026-07,24,Low,0.85
LANE-010331,Vietnam,P1,Truck,2026-01,5,Low,1.34
LANE-016462,United Kingdom,P6,Ocean,2025-06,29,Low,0.83
LANE-005182,Poland,P8,Ocean,2025-12,23,Low,0.5
LANE-015023,Czech Republic,P12,Ocean,2026-07,24,Low,0.65
LANE-014159,Czech Republic,P1,Air,2026-01,3,Low,2.75
LANE-016503,United Kingdom,P7,Rail,2025-03,12,Medium,0.88
LANE-003064,China,P5,Rail,2025-06,10,Low,0.7
LANE-009450,Turkey,P1,Air,2025-12,3,High,3.42
LANE-011775,Canada,P7,Ocean,2025-05,33,Low,0.51
LANE-001504,Mexico,P9,Truck,2025-08,4,Low,1.08
LANE-000272,United States,P4,Air,2025-08,3,Low,2.28
LANE-000846,United States,P12,Ocean,2025-10,28,Low,0.82
LANE-011890,Canada,P9,Truck,2025-10,4,Low,1.36
LANE-009443,Turkey,P1,Air,2025-05,2,High,3.89
LANE-005710,Brazil,P3,Rail,2025-12,12,High,0.71
LANE-011515,Canada,P4,Ocean,2025-09,31,Low,0.63
LANE-005996,Brazil,P6,Air,2025-12,3,Low,2.37
LANE-005640,Brazil,P2,Ocean,2025-08,29,Low,0.55
LANE-005371,Poland,P11,Ocean,2025-03,25,Medium,0.51
LANE-001252,Mexico,P5,Air,2026-08,2,High,3.7
LANE-009258,Italy,P11,Truck,2026-06,4,Low,1.07
LANE-012099,Canada,P11,Rail,2026-09,12,Low,1.18
LANE-016367,United Kingdom,P5,Rail,2026-09,12,Medium,1.2
LANE-012063,Canada,P11,Truck,2025-07,4,Medium,0.84
LANE-015830,Thailand,P11,Truck,2025-12,3,High,1.07
LANE-001177,Mexico,P5,Truck,2025-11,5,Low,1.14
LANE-001147,Mexico,P4,Ocean,2025-03,32,Low,0.56
LANE-010631,Vietnam,P5,Truck,2025-05,4,Low,1.22
LANE-013175,Spain,P1,Rail,2026-07,18,Medium,0.66
LANE-016870,United Kingdom,P11,Rail,2026-06,11,Medium,1.1
LANE-001376,Mexico,P7,Rail,2025-12,11,High,1.09
LANE-007179,Japan,P9,Truck,2025-07,4,High,1.05
LANE-012488,France,P4,Truck,2026-02,1,Low,1.17
LANE-014727,Czech Republic,P9,Truck,2025-09,5,Medium,1.5
LANE-010463,Vietnam,P2,Ocean,2026-01,24,Low,0.48
LANE-015920,Thailand,P12,Truck,2026-02,5,High,1.06
LANE-009621,Turkey,P3,Air,2025-07,2,Low,3.97
LANE-015727,Thailand,P9,Ocean,2026-07,23,High,0.67
LANE-006934,Japan,P6,Rail,2025-04,14,Medium,0.67
LANE-010825,Vietnam,P7,Rail,2025-01,13,Low,0.96
LANE-010223,Turkey,P11,Ocean,2026-03,30,Low,0.66
LANE-012425,France,P3,Rail,2026-05,12,High,1.05
LANE-003168,China,P6,Rail,2026-10,9,Medium,0.75
LANE-011258,Canada,P1,Truck,2026-04,4,Low,1.33
LANE-004837,Poland,P4,Rail,2026-07,10,Low,1.15
LANE-012876,France,P9,Rail,2025-06,8,Medium,0.71
LANE-010954,Vietnam,P9,Truck,2026-08,5,Medium,1.47
LANE-001273,Mexico,P6,Truck,2026-07,4,Low,0.96
LANE-002585,Germany,P11,Ocean,2025-11,26,Low,0.72
LANE-015566,Thailand,P7,Air,2025-12,2,Low,2.99
LANE-005923,Brazil,P6,Truck,2025-05,4,Low,1.25
LANE-008436,South Korea,P12,Ocean,2025-10,23,Low,0.66
LANE-008152,South Korea,P9,Rail,2025-12,12,High,0.79
LANE-002039,Germany,P3,Ocean,2026-03,30,Medium,0.67
LANE-010881,Vietnam,P8,Truck,2026-01,5,Medium,
LANE-006955,Japan,P6,Ocean,2025-03,30,Low,0.63
LANE-012237,France,P1,Truck,2025-05,4,Medium,1.08
LANE-004584,Poland,P1,Rail,2025-08,13,High,1.03
LANE-011797,Canada,P8,Truck,2025-05,4,Medium,1.15
LANE-009061,Italy,P8,Truck,2026-07,5,Low,0.89
LANE-015806,Thailand,P10,Ocean,2025-10,27,Low,0.62
LANE-004539,India,P12,Air,2025-07,3,Medium,2.24
LANE-009545,Turkey,P2,Air,2026-07,2,Medium,3.15
LANE-015495,Thailand,P7,Truck,2025-07,4,Low,1.53
LANE-003409,China,P9,Rail,2026-09,8,Medium,1.13
LANE-008680,Italy,P3,Ocean,2025-12,28,High,0.87
LANE-016299,United Kingdom,P4,Ocean,2026-07,23,Low,0.49
LANE-000066,United States,P2,Truck,2026-10,2,Low,1.32
LANE-011504,Canada,P4,Rail,2026-08,11,Medium,1.11
LANE-006100,Brazil,P8,Rail,2025-06,14,Low,0.72
LANE-004693,Poland,P2,Air,2025-07,3,Low,
LANE-013028,France,P11,Rail,2025-04,15,Medium,1.02
LANE-004965,Poland,P5,Air,2026-03,2,Low,2.12
LANE-008308,South Korea,P11,Truck,2026-02,7,Low,1.39
LANE-005361,Poland,P11,Rail,2026-03,12,High,0.74
LANE-005237,Poland,P9,Rail,2025-01,13,Low,1.1
LANE-007527,South Korea,P1,Ocean,2025-03,20,Low,0.77
LANE-003511,China,P11,Truck,2026-01,3,Medium,1.36
LANE-008044,South Korea,P8,Truck,2026-02,4,High,0.99
LANE-012049,Canada,P10,Air,2026-03,2,Low,3.14
LANE-001017,Mexico,P2,Air,2025-05,2,Low,4.09
LANE-004322,India,P10,Truck,2025-10,4,Medium,1.57
LANE-015582,Thailand,P8,Truck,2025-06,4,Low,1.21
LANE-015839,Thailand,P11,Truck,2026-09,4,High,1.27
LANE-011054,Vietnam,P10,Ocean,2025-10,29,Medium,0.79
LANE-009962,Turkey,P8,Truck,2026-06,4,Low,0.83
LANE-016063,United Kingdom,P1,Air,2025-03,2,Low,2.65
LANE-011747,Canada,P7,Truck,2026-09,4,Low,1.28
LANE-001109,Mexico,P4,Truck,2025-09,5,Low,1.11
LANE-016669,United Kingdom,P9,Truck,2026-03,5,Medium,
LANE-010166,Turkey,P11,Truck,2025-02,4,Low,1.58
LANE-008659,Italy,P3,Rail,2026-01,11,High,1.12
LANE-003003,China,P4,Ocean,2025-11,25,Low,0.71
LANE-001942,Germany,P2,Rail,2025-06,9,Low,
LANE-014800,Czech Republic,P9,Air,2026-04,2,Medium,3.98
LANE-003567,China,P12,Truck,2025-03,5,High,0.95
LANE-004219,India,P8,Rail,2026-05,12,Medium,0.78
LANE-015764,Thailand,P10,Truck,2025-12,6,Low,0.94
LANE-006697,Japan,P3,Ocean,2025-09,31,Medium,0.86
LANE-003850,India,P3,Ocean,2026-10,24,Low,0.58
LANE-004782,Poland,P3,Air,2025-08,3,Low,4.03
LANE-002904,China,P3,Rail,2026-10,12,Medium,1.04
LANE-007209,Japan,P9,Rail,2026-03,15,Low,0.92
LANE-004869,Poland,P4,Air,2025-07,3,Medium,3.12
LANE-000451,United States,P7,Truck,2025-11,4,High,1.19
LANE-004234,India,P8,Ocean,2025-10,21,Low,0.76
LANE-015159,Thailand,P2,Ocean,2025-01,29,Medium,0.51
LANE-014545,Czech Republic,P7,Truck,2025-03,4,Low,1.49
LANE-000896,Mexico,P1,Truck,2026-04,6,Medium,0.96
LANE-005436,Poland,P12,Rail,2025-02,14,Low,
LANE-002239,Germany,P6,Ocean,2026-05,29,High,0.8
LANE-005851,Brazil,P5,Truck,2026-09,5,Low,
LANE-015345,Thailand,P5,Truck,2025-11,4,Low,1.48
LANE-007519,South Korea,P1,Rail,2026-05,13,Medium,0.65
LANE-011729,Canada,P7,Truck,2025-03,5,Low,1.59
LANE-005047,Poland,P7,Truck,2025-09,6,Low,1.42
LANE-002776,China,P2,Truck,2025-04,5,Medium,0.87
LANE-000823,United States,P12,Rail,2025-09,14,Low,0.83
LANE-012103,Canada,P11,Ocean,2025-03,32,Low,0.78
LANE-001537,Mexico,P9,Rail,2026-07,12,Low,0.93
LANE-007397,Japan,P12,Truck,2025-05,5,Medium,0.96
LANE-016003,United Kingdom,P1,Truck,2025-09,4,Low,1.57
LANE-000607,United States,P9,Truck,2026-01,6,Low,0.84
LANE-016216,United Kingdom,P3,Air,2025-02,3,Low,3.35
LANE-012299,France,P1,Air,2025-01,2,Medium,2.26
LANE-015531,Thailand,P7,Rail,2026-09,12,Low,1.1
LANE-011740,Canada,P7,Truck,2026-02,5,Low,1.03
LANE-003337,China,P8,Rail,2026-03,8,High,0.79
LANE-015299,Thailand,P4,Ocean,2025-09,25,Low,0.77
LANE-013183,Spain,P1,Ocean,2025-05,26,Low,0.87
LANE-009431,Turkey,P1,Ocean,2026-03,35,Low,
LANE-005625,Brazil,P2,Rail,2026-03,13,Low,1.16
LANE-004232,India,P8,Ocean,2025-08,31,Low,0.68
LANE-005210,Poland,P8,Air,2026-06,2,Medium,2.68
LANE-010473,Vietnam,P3,Truck,2025-01,4,Medium,1.12
LANE-008716,Italy,P4,Truck,2025-04,6,Medium,0.99
LANE-004979,Poland,P6,Truck,2025-07,5,Low,1.07
LANE-010772,Vietnam,P6,Ocean,2026-02,28,Low,0.6
LANE-002235,Germany,P6,Ocean,2026-01,24,High,0.49
LANE-011541,Canada,P4,Air,2026-01,3,Low,3.45
LANE-003544,China,P11,Ocean,2025-02,25,Low,
LANE-001258,Mexico,P6,Truck,2025-04,5,Low,0.92
LANE-011615,Canada,P5,Ocean,2026-09,28,Low,0.65
LANE-005936,Brazil,P6,Truck,2026-06,5,Low,0.91
LANE-006316,Brazil,P10,Air,2025-02,3,Low,2.95
LANE-015446,Thailand,P6,Ocean,2025-02,34,High,0.86
LANE-003840,India,P3,Ocean,2025-12,33,Low,
LANE-007856,South Korea,P5,Air,2025-02,1,Medium,3.4
LANE-005522,Brazil,P1,Truck,2026-10,5,Low,1.16
LANE-012678,France,P7,Truck,2025-06,4,Medium,1.16
LANE-008556,Italy,P1,Air,2026-08,2,Low,3.16
LANE-014868,Czech Republic,P10,Ocean,2026-06,32,Medium,0.57
LANE-001497,Mexico,P9,Truck,2025-01,5,Low,1.58
LANE-014313,Czech Republic,P3,Ocean,2026-01,34,Medium,0.74
LANE-005562,Brazil,P1,Ocean,2026-06,27,Medium,0.8
LANE-007800,South Korea,P5,Truck,2025-12,4,Low,1.18
LANE-001048,Mexico,P3,Truck,2026-02,6,Low,1.26
LANE-002697,Germany,P12,Air,2026-01,3,Low,
LANE-007058,Japan,P7,Ocean,2026-06,24,High,0.83
LANE-013809,Spain,P9,Rail,2026-03,11,Low,0.85
LANE-009946,Turkey,P8,Truck,2025-02,6,Low,1.18
LANE-014266,Czech Republic,P3,Truck,2025-10,4,Medium,1.58
LANE-012711,France,P7,Rail,2026-05,11,Low,0.99
LANE-015329,Thailand,P4,Air,2026-05,2,Low,3.69
LANE-003994,India,P5,Air,2025-12,3,Low,3.01
LANE-011525,Canada,P4,Ocean,2026-07,33,Low,0.69
LANE-012065,Canada,P11,Truck,2025-09,5,Medium,0.88
LANE-005632,Brazil,P2,Rail,2026-10,10,Low,0.96
LANE-015394,Thailand,P5,Ocean,2026-04,31,Medium,0.81
LANE-007914,South Korea,P6,Rail,2026-04,14,Low,0.84
LANE-006261,Brazil,P10,Truck,2026-01,4,Low,1.12
LANE-000173,United States,P3,Ocean,2026-07,34,Medium,0.7
LANE-005164,Poland,P8,Rail,2026-04,6,Low,1.04
LANE-007460,Japan,P12,Air,2025-02,3,Medium,3.41
LANE-002874,China,P3,Truck,2026-02,4,High,1.08
LANE-009261,Italy,P11,Truck,2026-09,3,Low,
LANE-006168,Brazil,P9,Truck,2025-08,3,Medium,1.24
LANE-002238,Germany,P6,Ocean,2026-04,28,High,
LANE-010171,Turkey,P11,Truck,2025-07,4,Low,
LANE-006836,Japan,P5,Truck,2026-04,5,Low,1.33
LANE-013935,Spain,P11,Truck,2025-09,4,Low,1.5
LANE-016229,United Kingdom,P3,Air,2026-03,3,Low,2.9
LANE-009600,Turkey,P3,Ocean,2025-08,34,Low,
LANE-013073,France,P12,Truck,2025-05,5,Medium,1.13
LANE-005001,Poland,P6,Rail,2025-07,10,Medium,0.65
LANE-009707,Turkey,P5,Truck,2025-05,4,High,1.22
LANE-011920,Canada,P9,Rail,2026-06,11,Medium,1.0
LANE-002959,China,P4,Truck,2025-11,5,Low,1.11
LANE-009591,Turkey,P3,Rail,2026-09,11,Low,1.22
LANE-003809,India,P3,Rail,2025-03,10,Low,
LANE-003697,India,P1,Air,2025-01,2,Low,2.53
LANE-002855,China,P2,Air,2026-05,2,Low,3.35
LANE-008867,Italy,P6,Truck,2025-01,4,Medium,1.44
LANE-001561,Mexico,P9,Ocean,2026-09,38,Low,0.59
LANE-013521,Spain,P5,Ocean,2026-01,28,Low,0.86
LANE-015170,Thailand,P2,Ocean,2025-12,26,Medium,0.79
LANE-009860,Turkey,P6,Air,2025-04,3,Low,3.63
LANE-000968,Mexico,P2,Truck,2026-10,5,High,1.1
LANE-013715,Spain,P8,Rail,2025-09,9,Low,
LANE-005585,Brazil,P1,Air,2026-07,2,Medium,3.84
LANE-003631,India,P1,Truck,2025-01,5,Medium,1.16
LANE-001095,Mexico,P3,Ocean,2026-05,26,Medium,0.48
LANE-005559,Brazil,P1,Ocean,2026-03,25,Medium,0.5
LANE-011424,Canada,P3,Rail,2025-06,10,Low,1.08
LANE-002410,Germany,P9,Truck,2025-12,4,Medium,1.58
LANE-003863,India,P4,Truck,2026-01,3,Medium,1.33
LANE-008055,South Korea,P8,Rail,2025-03,9,High,1.19
LANE-007166,Japan,P8,Air,2026-04,3,High,2.79
LANE-002586,Germany,P11,Ocean,2025-12,25,Low,0.57
LANE-010753,Vietnam,P6,Rail,2026-05,10,Medium,1.19
LANE-013879,Spain,P10,Truck,2026-07,5,High,1.12
LANE-006579,Japan,P2,Truck,2025-01,5,Medium,1.05
LANE-003132,China,P6,Truck,2025-08,4,Low,1.34
LANE-011777,Canada,P7,Ocean,2025-07,23,Low,0.85
LANE-010031,Turkey,P9,Truck,2026-09,5,High,
LANE-011497,Canada,P4,Rail,2026-01,12,Medium,0.74
LANE-016709,United Kingdom,P9,Ocean,2025-11,32,High,0.56
LANE-012470,France,P3,Air,2026-06,2,Medium,2.75
LANE-016673,United Kingdom,P9,Truck,2026-07,6,Medium,1.16
LANE-014684,Czech Republic,P8,Ocean,2025-10,37,Medium,0.6
LANE-002166,Germany,P5,Air,2025-10,1,Low,3.3
LANE-012617,France,P6,Truck,2025-11,4,Medium,1.35
LANE-000023,United States,P1,Rail,2025-01,9,Low,1.21
LANE-005833,Brazil,P5,Truck,2025-03,6,Low,1.3
LANE-014743,Czech Republic,P9,Rail,2025-03,12,Low,1.24
LANE-012351,France,P2,Rail,2025-09,13,Low,0.98
LANE-012854,France,P9,Truck,2025-06,5,Low,1.54
LANE-006763,Japan,P4,Rail,2025-09,10,Low,1.02
LANE-002880,China,P3,Truck,2026-08,4,High,1.15
LANE-011455,Canada,P3,Air,2026-03,1,Low,2.91
LANE-005258,Poland,P9,Rail,2026-10,10,Low,1.06
LANE-011972,Canada,P10,Truck,2025-04,5,Medium,1.51
LANE-012694,France,P7,Truck,2026-10,4,Medium,1.06
LANE-015837,Thailand,P11,Truck,2026-07,4,High,1.03
LANE-003057,China,P5,Truck,2026-09,5,Low,1.17
LANE-004399,India,P10,Air,2026-09,1,Medium,3.11
LANE-015668,Thailand,P9,Truck,2025-04,5,Low,
LANE-005287,Poland,P10,Truck,2025-07,1,Medium,1.59
LANE-004583,Poland,P1,Rail,2025-07,12,High,1.22
LANE-009747,Turkey,P5,Ocean,2025-01,23,Low,0.73
LANE-011143,Vietnam,P11,Ocean,2025-11,25,Low,0.81
LANE-005888,Brazil,P5,Ocean,2026-02,33,Low,0.65
LANE-001140,Mexico,P4,Rail,2026-06,13,Low,1.21
LANE-008966,Italy,P7,Truck,2025-12,4,High,0.81
LANE-013121,France,P12,Ocean,2025-09,28,High,
LANE-008267,South Korea,P10,Ocean,2026-05,20,Low,0.78
LANE-006094,Brazil,P8,Truck,2026-10,3,Medium,1.18
LANE-013831,Spain,P9,Ocean,2026-03,35,Medium,0.74
LANE-010083,Turkey,P10,Truck,2025-07,4,Medium,1.02
LANE-010878,Vietnam,P8,Truck,2025-10,3,Medium,1.6
LANE-007325,Japan,P10,Air,2026-09,3,Medium,3.47
LANE-012403,France,P3,Truck,2026-05,5,Medium,1.52
LANE-010742,Vietnam,P6,Rail,2025-06,13,Medium,0.9
LANE-013130,France,P12,Ocean,2026-06,28,High,0.83
LANE-012477,France,P4,Truck,2025-03,1,Low,1.36
LANE-001050,Mexico,P3,Truck,2026-04,6,Low,1.05
LANE-002646,Germany,P12,Rail,2025-06,10,Medium,0.79
LANE-000841,United States,P12,Ocean,2025-05,32,Low,0.71
LANE-008896,Italy,P6,Rail,2025-08,14,Low,1.26
LANE-005872,Brazil,P5,Rail,2026-08,14,Medium,0.76
LANE-002412,Germany,P9,Truck,2026-02,5,Medium,1.58
LANE-013389,Spain,P4,Truck,2026-01,5,Low,1.0
LANE-015489,Thailand,P7,Truck,2025-01,6,Low,1.29
LANE-005132,Poland,P8,Truck,2025-06,3,High,0.99
LANE-002631,Germany,P12,Truck,2026-01,5,High,0.83
LANE-006040,Brazil,P7,Rail,2025-12,8,Low,1.25
LANE-013651,Spain,P7,Rail,2025-11,9,Low,1.09
LANE-010147,Turkey,P10,Air,2025-05,2,Low,2.61
LANE-012736,France,P7,Ocean,2026-08,30,Low,0.64
LANE-000671,United States,P9,Air,2025-11,3,Low,3.05
LANE-006386,Brazil,P11,Ocean,2025-06,36,High,0.69
LANE-008158,South Korea,P9,Rail,2026-06,12,High,1.21
LANE-009772,Turkey,P5,Air,2025-04,3,High,2.39
LANE-002159,Germany,P5,Air,2025-03,1,Low,2.96
LANE-008631,Italy,P3,Truck,2025-07,5,Low,0.89
LANE-009015,Italy,P7,Ocean,2026-05,36,Medium,0.88
LANE-011502,Canada,P4,Rail,2026-06,13,Medium,0.89
LANE-000642,United States,P9,Ocean,2025-04,26,Medium,0.49
LANE-015875,Thailand,P11,Ocean,2026-01,27,High,0.49
LANE-014195,Czech Republic,P2,Rail,2025-05,11,Low,1.07
LANE-000501,United States,P7,Ocean,2026-05,30,Medium,0.79
LANE-007517,South Korea,P1,Rail,2026-03,8,Medium,1.05
LANE-006415,Brazil,P12,Truck,2026-01,3,Medium,0.99
LANE-010504,Vietnam,P3,Rail,2025-10,12,Low,1.05
